Data Medicao,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media
01/01/1981,0,30.2,16,9.7,4,22.38,65.75,1.7
02/01/1981,0,29.2,17.4,6.1,4.2,23.22,72.5,2.866667
03/01/1981,0.2,26.5,20.2,0.4,3,22.44,82,3.333333
04/01/1981,1,28.3,20,3.3,2.2,24.28,74,1.866667
05/01/1981,3.6,28.6,20.4,1.6,2.6,23.06,84.25,1.466667
06/01/1981,1.1,31.2,19.8,3.6,1.6,24.04,73.75,1.666667
07/01/1981,14.4,28.1,18.6,2,2.8,21.94,86,2.533333
08/01/1981,8.7,27.8,19.6,2.1,1.5,22.5,83,1.533333
09/01/1981,0,29,19.2,2.1,1.9,22.5,84.75,1.8
10/01/1981,48.8,29,19.4,3.2,1.4,23.5,78.25,2.366667
11/01/1981,0.2,26.7,20.4,0,2.4,22.64,89,1.166667
12/01/1981,7.8,27.2,20.3,2.8,1.5,23.08,81.5,1.366667
13/01/1981,13.2,28.5,20.1,3.3,1.6,23.28,88.5,2.3
14/01/1981,104.4,27.3,19.9,0.6,1.5,22.74,94.75,2.5
15/01/1981,50.2,26.5,19.8,1.1,0.5,22.32,80.5,2.3
16/01/1981,1.2,27.4,19.5,2.4,2.1,22.66,78.5,2.4
17/01/1981,0,31.2,20.1,9.1,2.8,25,76,2.3
18/01/1981,2,32.8,20.5,6.8,2.9,24.6,77.5,1.166667
19/01/1981,1.7,31.2,21,5.4,3.3,23.88,82,1.7
20/01/1981,1,29.2,19.5,3.7,2.2,22.42,93.25,1.866667
21/01/1981,50.4,23.7,19.1,0,1.6,21.42,86.75,1.7
22/01/1981,5.4,24.2,19.4,0,1.2,21.24,71.75,2.866667
23/01/1981,0,29.2,17.4,8.5,3.6,22.34,65.75,2.8
24/01/1981,0,30.3,18.5,7.9,3.8,23.72,68,2.533333
25/01/1981,0,29.4,19.6,6,3.6,23.4,71.75,2.866667
26/01/1981,0,30.1,20.2,2.7,3.2,23.52,73,2.533333
27/01/1981,25.4,29.6,19.4,8,2.5,23.52,75.5,2.366667
28/01/1981,25.3,30.6,19.1,10,2.7,24.24,67.5,2.2
29/01/1981,0,31.4,17.6,8.1,3.6,24.78,67.25,1.933333
30/01/1981,0,32.2,19.4,7.9,3.5,24.38,72.5,1.733333
31/01/1981,0.7,28.8,20.5,1.4,3.9,23.84,75.5,1.366667
01/02/1981,0,32.1,20.4,11.3,3,25.88,61.75,2.633333
02/02/1981,0,31.7,20.8,8.3,4.8,25.98,65.75,2.6
03/02/1981,0,31.8,21.6,6.5,4.6,25.66,69.5,2.433333
04/02/1981,0,32.6,20.6,7.3,4.1,25.52,77.75,2.6
05/02/1981,0.5,29.5,21.1,3.4,3.1,24.7,72,2.633333
06/02/1981,0,29.4,19.6,8.2,3.4,23.9,71.5,3.1
07/02/1981,,,,,,,,
08/02/1981,0,29.9,17.3,5.5,3.1,22.62,79.5,1.133333
09/02/1981,12.2,29.8,19,4.1,2.1,23.78,79,1.333333
10/02/1981,3.5,30.2,19.2,6.9,2,23.88,74.75,2.066667
11/02/1981,0,31.4,18.7,8.6,2.8,24.9,70.25,2.1
12/02/1981,0,30.6,21,9.2,3.8,25.72,68.25,2.433333
13/02/1981,0,32,21.2,9.4,4.4,25.86,67,3.066667
14/02/1981,0,32.2,18.5,7,5,23.62,79.75,2.533333
15/02/1981,52.5,31,18.2,10.7,4.1,24.76,67.75,1.8
16/02/1981,0,32.5,19.8,10.5,4.3,25.4,63.25,2.266667
17/02/1981,0,32,21.5,9.3,5.4,25.52,59.75,2.266667
18/02/1981,0,30.8,19.9,6.8,4.5,24.46,70.5,2.366667
19/02/1981,0,31,18.4,7.1,4,23.38,76.75,3.733333
20/02/1981,14.2,29.2,18,6.6,2.8,22.48,75.25,2.366667
21/02/1981,31.4,28.6,18.2,5.5,2.9,23.04,72.25,1.433333
22/02/1981,3.6,29.2,19.1,5.3,2.8,23.36,68.25,2.366667
23/02/1981,0,29.3,20.1,6.9,4.2,23.72,70.5,2.466667
24/02/1981,0,29.4,19.4,5.1,3.2,23.68,69.25,2.033333
25/02/1981,0,30.7,18.6,6.9,3.8,22.96,74.75,1.7
26/02/1981,18.2,29.6,18.6,6.4,2.4,22.62,73.5,2.166667
27/02/1981,0.8,30.8,17.2,10.2,2.8,23.96,61.25,1.933333
28/02/1981,0,32.1,18,9.5,4.5,25.28,59.75,1.966667
01/03/1981,0,31.2,20.3,9.9,4.6,24.62,65.75,2.2
02/03/1981,0,32.6,18.4,10.5,4.2,25.58,67.25,1.7
03/03/1981,,,,,,,,
04/03/1981,7,28.5,20.2,6.8,4.7,23.16,74.5,2.866667
05/03/1981,0,28.2,20.3,4.1,3,23.42,74.25,2.366667
06/03/1981,0,30.6,19.4,5.4,2.9,24.16,72,1.666667
07/03/1981,0,31.2,20.6,4.9,3.1,24.52,72,1.533333
08/03/1981,0,31,19.9,5.7,3.1,24.16,74.5,2.066667
09/03/1981,2.4,29,19,7.5,3.2,23.14,68.75,2.433333
10/03/1981,0,29.6,18.3,9.8,3.7,23.12,70.25,2.433333
11/03/1981,0,31.6,17.6,10,4,24.24,66.75,1.5
12/03/1981,0,33.2,18.6,10.5,4.5,25.1,63.5,2.366667
13/03/1981,0,31.6,18.5,8.9,5,23.78,62.75,2.3
14/03/1981,0,31.6,19.8,8.9,5.4,25.32,65,3
15/03/1981,0,32.6,21.4,5.3,4.2,24.6,79,3.433333
16/03/1981,22.1,29,19.6,3.7,3.4,23.7,80,1.633333
17/03/1981,4.7,26.4,19.4,4.1,2.1,21.64,75.75,2.6
18/03/1981,0,25.4,17.2,0.1,2.6,20.32,81.25,2.3
19/03/1981,1.3,25.1,18.2,1.4,2.1,20.5,74.5,1.933333
20/03/1981,0,29.4,15,9.8,3,21.06,70.75,1.7
21/03/1981,0,28,16.1,10.1,3.2,20.94,72.5,2.033333
22/03/1981,0,26,17.2,8.8,4.4,20.02,66.25,3.6
23/03/1981,0,28.4,16.5,9.4,4.4,21.04,65.25,2.1
24/03/1981,0,28.2,16.2,7.9,4.2,21.5,66.5,2.033333
25/03/1981,0,28.8,19.6,4.8,4.1,23,71.75,3.133333
26/03/1981,0,30.7,19.6,8.5,3.7,23.64,63,2.866667
27/03/1981,0,26.4,20.2,0,4.8,22.28,79.25,2.1
28/03/1981,3.7,21.6,19.2,0,2.2,20.36,93,1.933333
29/03/1981,8.9,26.1,19.2,1.6,0.8,21.24,90.25,1.533333
30/03/1981,13.7,29.1,19,8.8,1,22.4,72.25,3.366667
31/03/1981,0,28,15.4,8.5,3.2,21.08,72.25,1.5
01/04/1981,0,27.3,16.2,7.9,3.3,20.96,70.5,2.066667
02/04/1981,0,26.7,17,7.6,3.7,20.44,69.75,3.366667
03/04/1981,0,28.2,15.1,8.6,3.1,21.12,74.5,1.366667
04/04/1981,0,29.2,16.8,5,3.1,23,75.5,1.2
05/04/1981,,,,,,,,
06/04/1981,0,29.5,17.3,7.1,3.3,22.34,67.75,3.9
07/04/1981,0,29.4,18.3,7.5,3.6,22.64,68.25,1.933333
08/04/1981,0,28.5,17,7.9,3.4,21.62,66.25,2.2
09/04/1981,,,,,,,,
10/04/1981,0,25.4,14.5,9.6,3.8,18.98,64.5,3.2
11/04/1981,0,27.6,13.2,8.8,4,19.6,64,2.066667
12/04/1981,0,28.1,13.3,7.4,4,20.28,68.25,1.666667
13/04/1981,0,27.8,13.8,6.6,3.4,20.18,66.5,1.3
14/04/1981,0,26.2,14.2,4.1,3.2,20,75,1.866667
15/04/1981,0.2,28.2,16.6,3.6,3,20.44,80.5,2.133333
16/04/1981,16.3,23.6,16.2,7.6,2.6,18.98,80.75,3.433333
17/04/1981,0,21.5,15.6,4.7,3.4,17.62,73.75,3.833333
18/04/1981,0,21.3,13.4,5.2,3.2,16.58,,3.966667
19/04/1981,0,23.2,13.4,8.8,3.4,17.3,71.75,2.4
20/04/1981,0,26.2,12.6,10,3,19.16,62.25,1.633333
21/04/1981,0,27.3,12,9.1,4,20.12,52.5,1.366667
22/04/1981,0,26.3,16.5,6.8,5,20.54,57.5,2.133333
23/04/1981,0,23.7,13.5,0.1,4,19,73.75,2.2
24/04/1981,,,,,,,,
25/04/1981,0,28.5,17.6,5.9,2.1,22,71,3.1
26/04/1981,0,29.2,18.9,6.6,3.7,23.44,67.5,2.266667
27/04/1981,0,26,17.7,1.6,4.6,20.44,89.5,1.533333
28/04/1981,11.3,24.7,16.6,0.5,1.2,20.3,84.75,1.433333
29/04/1981,6.7,24.6,18,2.7,1.3,19.78,81.25,2.1
30/04/1981,0.8,23.4,12.2,9.3,2.4,17.02,,1.866667
01/05/1981,0,23.6,11.5,9.2,3,16.92,68.75,2.166667
02/05/1981,0,26.2,14.8,6.1,3.1,19.5,78.75,1.366667
03/05/1981,0,27.2,15.3,4.4,2.1,21.52,76.25,1.4
04/05/1981,11.2,23.9,17.2,0.8,2.5,19.44,90.5,1.366667
05/05/1981,0,29.1,14.6,8.7,1.1,21.4,76.5,0.766667
06/05/1981,,,,,,,,
07/05/1981,0,27.3,13.4,8,3.5,19.66,71.5,1.566667
08/05/1981,0,27,13.4,8.4,3,19.84,72.5,1.133333
09/05/1981,0,26.5,13.8,8.9,2.7,19.92,66,1.4
10/05/1981,0,27.6,14.7,9.1,3.3,20.28,70.5,1.466667
11/05/1981,0,28.2,14.5,7.2,2.9,21.38,64.5,1
12/05/1981,,,,,,,,
13/05/1981,0,27.7,14.4,7.7,4.5,20.52,65,2.033333
14/05/1981,0,27.3,16.3,9.3,3.6,21.06,61.5,3.1
15/05/1981,0,26.5,14.4,6.6,4.5,19.3,71,1.6
16/05/1981,0,22.8,12.4,1.6,3.1,17.44,80.5,2.166667
17/05/1981,0.2,24.7,15.3,2.2,1.6,19.98,80.25,2.133333
18/05/1981,0,27.2,17.8,6.2,2.6,21.66,66,1.7
19/05/1981,0,27.2,15.4,1.1,3.5,20.22,72.5,1.2
20/05/1981,0,28.2,15.5,7.2,3,21.08,75.5,1.366667
21/05/1981,1.7,24.4,17.1,1.6,3.5,20.14,75.75,2.066667
22/05/1981,0,25.6,16.2,7.5,2.4,19.98,71,1.566667
23/05/1981,0,26.2,13,6.4,3,19.02,73.75,1.533333
24/05/1981,0,25.6,12.2,8,2.4,18.46,72.25,0.933333
25/05/1981,0,25.7,12.1,8,2.7,18.74,69.25,1.133333
26/05/1981,0,25.6,12.2,7.7,3,18.2,66.5,1.566667
27/05/1981,0,25,10.2,7.4,3,17.1,71,0.966667
28/05/1981,0,22.8,12.6,5.4,2.6,16.88,76,1.166667
29/05/1981,0,23.9,11.5,7.4,2.6,17.1,73,1.933333
30/05/1981,0,24.4,10.9,7.5,2.6,17.1,70.25,1.533333
31/05/1981,0,25.2,13.4,8.7,3.1,18.74,69.5,1.866667
01/06/1981,0,25.4,13.2,7.1,3.3,18.1,65.25,1.533333
02/06/1981,0,26,12.6,2.8,3.7,18.94,60.5,1.6
03/06/1981,0,21.5,14,0.3,3.5,17.24,76.25,1.9
04/06/1981,0,21.5,13.6,4.3,1.9,17.28,74.75,3.5
05/06/1981,0,24.4,15,2.8,2.7,18.46,76,1.333333
06/06/1981,1.1,17.6,15,0,2.2,15.88,98,2.366667
07/06/1981,34,19,12.7,3.2,0.3,14.5,79.5,4.133333
08/06/1981,2.2,16.5,10.5,1.1,1.5,12.64,81.75,2.5
09/06/1981,0,20.6,8.1,6.8,1.5,13.92,72.75,1.066667
10/06/1981,0,23.4,8.4,8.8,2.3,15.34,71,1.866667
11/06/1981,0,24.5,10.5,8.4,3,17.08,66.5,1.566667
12/06/1981,0,24.2,13.4,1.7,2.5,18.26,78,1.5
13/06/1981,0,19.1,13.8,0,2.4,16.1,90,1.833333
14/06/1981,0.2,23,11.4,4.6,1.3,16.54,80.5,0.8
15/06/1981,0,24.8,11.7,7.9,1.2,17.68,75.5,1.766667
16/06/1981,13.6,18,13,0,2.4,14.56,94.5,2.033333
17/06/1981,4,19.8,12.6,4.5,0.4,14.86,77.5,3.166667
18/06/1981,0,16.4,6.2,7.1,2.2,9.66,60.75,2.2
19/06/1981,,,,,,,,
20/06/1981,,,,,,,,
21/06/1981,0,21.5,8.6,7.6,3,14.56,70.75,2.566667
22/06/1981,,,,,,,,
23/06/1981,0,23.7,9.6,7.8,2.6,16.04,65.25,1.366667
24/06/1981,0,23.3,9.2,5.2,2.8,16.5,68.25,1.533333
25/06/1981,0,23,11.7,3.9,2.7,16.98,70.75,1.133333
26/06/1981,0,24,10.4,8.1,2.5,16.8,69.5,1.433333
27/06/1981,0,24.3,10.2,8.4,3,16.78,67.25,1.466667
28/06/1981,0,23.7,11.3,4.4,3,16.76,69,2.166667
29/06/1981,0,24.8,11.6,6.1,2.8,17.96,64.5,2.866667
30/06/1981,0,26.2,11.7,7.9,3.2,18.56,63,3.433333
01/07/1981,0,26.2,13.4,5.4,4.3,18.96,68.5,2.4
02/07/1981,0,21.5,13.4,2.8,3.3,16.22,81,1.966667
03/07/1981,13.1,17.7,11.3,6.6,2,13.52,74.5,4.1
04/07/1981,0,17.2,9.4,6.9,2.6,13.04,71.75,3.533333
05/07/1981,0.4,17,9.1,2.2,2.2,12.5,75.75,1.566667
06/07/1981,0,17.6,8.8,1.8,2.2,12.7,72.25,2.2
07/07/1981,0,20.2,10,8.6,2.4,14.04,71,2.833333
08/07/1981,0,21,10.5,8.8,3.8,14.6,59.75,2.833333
09/07/1981,0,22.1,9,8.7,3.7,14.96,64,2.3
10/07/1981,0,23.1,11.3,9,3.9,16.28,57.5,2
11/07/1981,0,23.3,10.4,5.6,3.4,15.96,66,1.133333
12/07/1981,0,25.4,9.4,9,3.8,16.84,60.25,1.2
13/07/1981,0,26.4,8.9,8,3.3,17.78,56.75,0.933333
14/07/1981,0,26.4,12,7.2,4.3,19.42,57,1.833333
15/07/1981,0,28.2,14.8,8,4.8,20.96,54.5,1.8
16/07/1981,0,27.2,14.6,8.7,4.5,19.62,59.75,2.666667
17/07/1981,0,26.2,13.4,7.9,5,19.26,57.75,3.7
18/07/1981,0.2,19.8,11,0,4.2,13.4,89.75,1.566667
19/07/1981,3.7,12.3,10,0,0.6,10.94,93.25,1.1
20/07/1981,7.5,13.8,5.7,5,1.1,7.94,63.75,3.5
21/07/1981,,,,,,,,
22/07/1981,0,22.3,3.4,7.3,2.6,12.84,70,1.033333
23/07/1981,0,20.6,9.4,2.4,2.5,14.3,78.75,1.233333
24/07/1981,1.7,16.4,11.7,0,1.8,13.22,90.5,2.2
25/07/1981,5.2,17.1,10.3,2.4,1.1,12.12,78,1.366667
26/07/1981,,,,,,,,
27/07/1981,0,23.6,6.7,9.8,2.3,14.28,58.25,1.3
28/07/1981,0,24.9,6,9.1,2.5,14.58,70,0.766667
29/07/1981,,,,,,,,
30/07/1981,0,25.8,9.8,7.9,4,17.54,54.75,2.2
31/07/1981,0,25.6,10.4,7.2,4.6,17.4,56.75,1.866667
01/08/1981,0,26.2,10.4,8.4,4.6,18.02,53.25,1.9
02/08/1981,0,26.4,9.7,9,4.1,18.12,50.75,2.5
03/08/1981,0,27.6,11.3,9.4,4.8,19.44,54.75,1.466667
04/08/1981,0,28.3,12.2,9.2,4.9,20.14,54.25,2.166667
05/08/1981,0,27.7,13.2,9.1,5,19.94,54.5,1.033333
06/08/1981,0,28.1,12.2,9.3,4.6,20,53.5,1.766667
07/08/1981,0,27.4,11.2,8.3,5,19.34,50,2.366667
08/08/1981,,26.2,13.2,3.1,5.6,19.62,57.5,1.866667
09/08/1981,0,20.1,14.2,0,4.4,16.22,77.5,1.866667
10/08/1981,1.6,17.6,13.5,0.5,2.1,14.84,85.5,1.866667
11/08/1981,1.5,25.1,13.3,3.8,1.4,17.8,77.5,1.366667
12/08/1981,0,25.7,13.1,2,2.3,19.22,71.5,2.033333
13/08/1981,0,25.6,15.4,3.1,2.3,19.66,70.5,1.933333
14/08/1981,0,24.2,13.4,6,2.9,17.34,74.5,2.366667
15/08/1981,,,,,,,,
16/08/1981,0,27.2,7.1,9.2,3.9,15.92,68.75,1.433333
17/08/1981,0,21.7,12.8,0.2,3,16.76,90,1.4
18/08/1981,1.4,20.2,13.4,3,1.2,15.82,78.25,2.1
19/08/1981,0,20.4,8,9.6,2.1,13.46,63.75,2.166667
20/08/1981,0,19.8,8,10,3.6,13.98,62,3.533333
21/08/1981,0,21.8,11,9.8,3.9,15.06,65.5,3.266667
22/08/1981,0,23.8,12,8.8,3.8,16.3,63.5,2.366667
23/08/1981,0,24.8,9.1,8.3,3.4,16.78,63.25,1.7
24/08/1981,0,26.5,10.2,7.8,3.7,18.26,55.75,1.333333
25/08/1981,0,29.2,12.2,7.2,4.3,20.72,49.25,1.466667
26/08/1981,0,29.8,13.3,5.8,5.2,21.12,43.5,1.633333
27/08/1981,0,30.4,13.3,1.6,5.8,21.5,42.25,1.466667
28/08/1981,0,27.8,16.5,0,5.8,21,58,2.833333
29/08/1981,0,27.2,16.4,0,4.6,20.36,71.25,0.8
30/08/1981,0,29.6,14.5,3.7,3,20.02,67.5,2.833333
31/08/1981,0,19.4,14,2.7,4.6,15.72,70.5,4.833333
01/09/1981,0,22.4,13.2,3.7,3.3,17.08,72.75,3.166667
02/09/1981,0,28.1,12.6,4.4,2.4,19.32,73.5,1.1
03/09/1981,0,30.8,14.5,4.4,3.4,21.14,71.75,2.433333
04/09/1981,4.2,26.7,16.1,7.3,4.2,19.28,51,1.133333
05/09/1981,0,21.4,10.5,9,6.5,14.94,60.5,2.6
06/09/1981,0,21.4,11,2.2,4,15.74,67.75,2.2
07/09/1981,,,,,,,,
08/09/1981,0,30.7,11.4,9.9,6.5,21.08,45.75,2.133333
09/09/1981,0,30.5,12.9,10.2,6.7,21.44,36,2.766667
10/09/1981,,,,,,,,
11/09/1981,0,31.3,12.4,8,7.5,21.46,44,1.033333
12/09/1981,,,,,,,,
13/09/1981,,,,,,,,
14/09/1981,,,,,,,,
15/09/1981,0,24.4,14.4,0.8,8.4,17.36,55.75,3.133333
16/09/1981,0,23,10.2,8.5,5.1,14.92,57.75,2.4
17/09/1981,0,28.2,10.8,10,4.1,18.86,56.75,1.7
18/09/1981,0,32.6,12.3,7.7,4.8,22.94,43.75,1.7
19/09/1981,0,33.8,17.4,6.3,6.8,25.82,38,2.3
20/09/1981,0,34,19.8,5,8,25.1,45,2.7
21/09/1981,,,,,,,,
22/09/1981,0,24.2,16.7,4.4,3,19.5,70.75,4.366667
23/09/1981,0,30.4,17.4,6.4,3.7,21.86,67,2.3
24/09/1981,1.2,26.1,16.2,0.4,3.7,20.22,75.5,0.833333
25/09/1981,2.7,24,16.3,1.2,2.6,18.66,90.25,2.433333
26/09/1981,1.3,28,15.7,4.4,1.6,21.06,75.75,2.566667
27/09/1981,4.9,30.4,15.4,7,3.1,22.64,60.75,1.833333
28/09/1981,0,33.9,18.2,8,4.4,25.12,50.5,2.533333
29/09/1981,0,26,18.1,0.8,7.3,20.86,77.25,1.7
30/09/1981,5.5,18.3,11.4,0,2.8,13.26,72.5,3.4
01/10/1981,0,22.2,10.1,10.9,2.4,14.98,64,4.8
02/10/1981,0,25.7,13.1,5.2,4.4,18.06,70.5,1.266667
03/10/1981,0,28.5,16.4,3.2,3,20.56,69.5,1.6
04/10/1981,9.5,25.4,14.5,3.9,3,19.46,70.5,2
05/10/1981,0,26.7,16.8,2.6,4.2,21.7,66,1.766667
06/10/1981,4.6,24.1,16.4,1.1,3.4,20.2,89.5,1.433333
07/10/1981,5.6,26.2,18.7,3,1.2,21.12,83.75,2.2
08/10/1981,8.7,22.3,16.6,0.4,1.8,18.36,75.75,3.1
09/10/1981,0,22.2,15,3,3,17.26,71.75,3.166667
10/10/1981,0,19.9,14.4,1.4,2.7,16.7,76.25,2.733333
11/10/1981,0.9,22.2,14.9,0.3,2.1,17.16,81.75,1.3
12/10/1981,0,24.6,14.2,3.2,1.7,19.78,81.25,1.133333
13/10/1981,0.1,24.6,16,6.8,2,18.46,71,4.2
14/10/1981,0,24.8,15,10.3,3.7,18.22,67.75,3.4
15/10/1981,0,22.3,13.6,1,3.3,17.88,84.75,3.466667
16/10/1981,11,25.3,15.4,4.7,1.5,19.98,73.25,2.233333
17/10/1981,0,24.3,15.1,7.6,3.8,17.82,67,3.133333
18/10/1981,0,21.6,14,7,4.1,16.46,65.5,3.866667
19/10/1981,2.4,17.6,14.1,0,3.7,15.8,91.5,2.3
20/10/1981,33.6,22.5,14.6,8.3,0.5,16.78,75.5,3
21/10/1981,0,26.2,11.2,9.8,2.8,18.72,62.75,1.133333
22/10/1981,,,,,,,,
23/10/1981,0,27.7,14.8,8.3,5.8,20.5,47.75,2.733333
24/10/1981,0,30.1,15.4,9.2,6.1,21.3,63.25,1.766667
25/10/1981,0,32.2,15.4,9.3,4.2,24.22,55.5,2.133333
26/10/1981,0,30.1,18.3,3.6,5.7,22.26,80,2.7
27/10/1981,,,,,,,,
28/10/1981,7.4,25.1,18.3,0.1,1.6,21.26,80,1.866667
29/10/1981,,,,,,,,
30/10/1981,6.3,22.7,18.8,0.1,2.3,19.72,85.5,2.1
31/10/1981,1.3,26.2,18.4,3,2.1,20.8,76.75,2.033333
01/11/1981,2.6,28.6,16,9.6,2.5,21.68,69.5,2.2
02/11/1981,0.1,28.4,18.1,6.2,3.3,22.46,73,2.266667
03/11/1981,7,24.1,19.6,0,3,22.06,89,2.266667
04/11/1981,7.1,27.7,20.1,2.5,0.9,23.02,82.25,2.433333
05/11/1981,,,,,,,,
06/11/1981,0,29.7,16.4,5,3.5,23.8,66,1.633333
07/11/1981,0.2,30.6,21,5.1,4,24.74,70.75,2.4
08/11/1981,0,31.3,19.1,6.8,4,24.16,73.25,1.7
09/11/1981,38.2,28.1,20.1,3.1,2.8,22.52,85,2.2
10/11/1981,20.2,28.2,19.6,5.6,1.9,22.7,75.25,2.033333
11/11/1981,0,24.6,17.4,4.2,3.4,20.16,73,3.366667
12/11/1981,0,26.2,18.1,4.3,3.5,21.38,71,4.233333
13/11/1981,0,27,18.6,5.8,4,21.58,71.25,3.7
14/11/1981,0,28.2,16.6,8.7,3.4,21.6,71.25,3.566667
15/11/1981,0,29.6,15.8,9.2,4.2,22.36,69.5,2.566667
16/11/1981,21.6,27.1,16.8,2,3.3,21,89.5,2.166667
17/11/1981,33.8,29.2,16.9,6,1.1,22.04,80.5,1.1
18/11/1981,0.5,31.5,18.5,10.5,2.5,23.72,71.25,2.3
19/11/1981,21.8,25.7,18.1,1.5,3.5,21.58,84.75,2.233333
20/11/1981,26.4,22.7,18.4,0,1.6,20.18,91.75,2.633333
21/11/1981,7.1,29.6,18.5,6.9,0.8,22.66,75,2.066667
22/11/1981,0,29.7,17,11.9,3,21.82,64,2.166667
23/11/1981,0,29.6,14.2,11.3,4.9,21.68,62.75,2.266667
24/11/1981,0,30.6,18,9.4,4.7,25.72,46.75,2.366667
25/11/1981,,,,,,,,
26/11/1981,0,25.6,18,3.1,4.4,20.02,72.75,3.033333
27/11/1981,0.5,30.6,16.6,11.2,3,22.66,70.5,2.333333
28/11/1981,0,31.4,19,5.5,3.7,25.44,60.75,2.966667
29/11/1981,0,32.2,20.2,7.3,4.8,24.52,74,2.8
30/11/1981,8.4,28.4,20.3,1.7,4.2,23.08,89.75,1.166667
01/12/1981,36.9,27.2,20.1,3.1,0.9,23.08,94.5,2.366667
02/12/1981,,,,,,,,
03/12/1981,0,22.9,16.2,0,3.3,18.9,75,3.533333
04/12/1981,0,26.2,17.2,5,3.3,21.38,73.5,2.2
05/12/1981,0,27.3,19.7,3.8,3,22.3,82.75,3.066667
06/12/1981,2.6,26,19.9,1,2,22.54,83.75,1.466667
07/12/1981,11.8,22.8,17.8,0,1.3,19.32,79.5,3.3
08/12/1981,0.3,21.2,16.6,0.3,2.1,18.32,79.75,3.366667
09/12/1981,,,,,,,,
10/12/1981,4,26.6,16.1,6,1,20.78,74.5,1.2
11/12/1981,0,29.3,15.8,9.6,2.5,24.2,57,2.7
12/12/1981,,,,,,,,
13/12/1981,14,28.6,16.4,8.9,1.2,22.16,77.25,1.6
14/12/1981,1.2,30.1,17.9,8.7,3,24.66,67,2.233333
15/12/1981,,,,,,,,
16/12/1981,0.1,26.6,19.2,1.8,3.8,21.66,76.75,2.4
17/12/1981,0,29.7,15.4,7,3.2,22.02,73.5,2.133333
18/12/1981,0,30.6,18.8,6,3,23.96,66.5,1.9
19/12/1981,5,29.8,20.2,8.2,3.6,25.24,67.25,2.866667
20/12/1981,0,31.7,20.6,8.8,4.4,25.82,61,3.666667
21/12/1981,0,31.8,20.7,5.4,5,24.78,73.75,2.733333
22/12/1981,0.2,30,21,1.1,3.6,24.34,73,3.566667
23/12/1981,0,31.4,20.8,5.8,3.8,24.36,82.75,3.3
24/12/1981,20.8,27.2,20.1,1.7,3,22.06,78.5,2.6
25/12/1981,0,25.7,19.5,1.6,2.2,21.6,74.5,2.5
26/12/1981,0,26.3,18.3,2.9,3.1,21.22,66.25,3.2
27/12/1981,0,25.6,17.9,0.6,3.7,20.7,71.75,3.3
28/12/1981,0,26.7,17.3,7.1,3.6,20.36,68.25,3.7
29/12/1981,0,25.9,15.4,7.3,4,19.98,62.75,3.9
30/12/1981,0,28.1,16.3,8.7,5.2,20.96,63.5,2.866667
31/12/1981,0,31.2,16.9,11.7,5.2,24.4,58.5,1.766667
01/01/1982,0,29.9,20.2,3.9,5.2,23.48,73,3.2
02/01/1982,12.5,25.8,19.6,3.5,2.7,21.44,77.25,2.366667
03/01/1982,0,23.6,17.8,0.6,3,20.1,74.75,3.633333
04/01/1982,0.3,24.1,16.4,6.2,3,19.06,68,2.866667
05/01/1982,0,28.2,15,7.8,3.5,20.78,67,2.066667
06/01/1982,0,31,15.4,10.6,4,22.26,65.75,2.466667
07/01/1982,0,32.6,17,8.4,4.3,23.52,73.25,2.5
08/01/1982,59.6,23.7,19.5,0,3.2,21.16,89.75,1.2
09/01/1982,12.3,25.3,19.7,0.3,1.2,21.88,87.5,2.033333
10/01/1982,3.6,26.2,19.8,0,1.2,21.9,88,3.1
11/01/1982,17.5,24.1,19.9,0,1.4,21.52,93.75,2.466667
12/01/1982,44.6,26.4,18.1,4.1,0.6,21.68,78.5,2.133333
13/01/1982,0,28.2,16.4,10.8,2.4,21.94,69.5,1.6
14/01/1982,0,30.2,15.9,11.8,2.5,23.48,64.25,1.666667
15/01/1982,0,30.4,19.2,8.9,3.1,23.2,63.75,2
16/01/1982,0,30.6,18.2,10.2,5,23.34,59.25,3.266667
17/01/1982,0,30.8,15.5,11.3,4.8,23.02,57.75,1.7
18/01/1982,0,30.5,15.6,9.9,5.8,21.9,61,3.1
19/01/1982,0,27.3,17.3,8.7,5.2,21.24,65,4.166667
20/01/1982,0,27.4,17.3,2.3,5.4,21.14,65,3.233333
21/01/1982,0,28,17.8,8.8,4.2,22.2,64.75,2.9
22/01/1982,0,27.2,18.3,3.7,4.3,21.64,82,2.533333
23/01/1982,,25.3,17.6,2.8,2.1,20.58,78.25,3.433333
24/01/1982,0,24.3,17.4,10.6,3.2,19.72,65.75,3.533333
25/01/1982,0,27,16.9,6.1,4.4,20.86,67.5,3.033333
26/01/1982,0,27.1,16.6,3.4,4.1,22.14,71.5,2.033333
27/01/1982,0,27.6,19.6,2.6,3.2,22.92,72.25,2.2
28/01/1982,0,26.3,20.1,0,2.8,22.3,75.5,2.866667
29/01/1982,1.1,24.3,18.2,0,2.6,20.26,88,1.6
30/01/1982,18,28.2,18.3,6.4,1.6,22.78,71.5,1.566667
31/01/1982,0,29.6,17.5,9.3,3.3,23.1,68.25,2.033333
01/02/1982,0,27.6,18.2,2.4,4.2,21.94,81.5,1.733333
