Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83669;01/01/1981;0000;;30,4;;6;4,9;23,52;87,25;0,333333;
83669;01/01/1981;1200;0;;18,2;;;;;;
83669;02/01/1981;0000;;31,2;;9,5;3,4;;;;
83669;02/01/1981;1200;29,4;;19,4;;;;;;
83669;03/01/1981;0000;;26,8;;1,6;4,9;22,02;88,25;2;
83669;03/01/1981;1200;0;;20,4;;;;;;
83669;04/01/1981;0000;;30,3;;9,2;1,5;23,64;83;0,666667;
83669;04/01/1981;1200;10,7;;20,2;;;;;;
83669;05/01/1981;0000;;30,4;;3,6;2,9;;;;
83669;05/01/1981;1200;16,7;;20,5;;;;;;
83669;06/01/1981;0000;;32,6;;6,4;3,2;24,94;84,75;0;
83669;06/01/1981;1200;0;;19,4;;;;;;
83669;07/01/1981;0000;;26,2;;0;2,8;22,42;90;0;
83669;07/01/1981;1200;20,4;;20;;;;;;
83669;08/01/1981;0000;;29,7;;0,8;1,9;24,1;77;0,333333;
83669;08/01/1981;1200;1,1;;20,2;;;;;;
83669;09/01/1981;0000;;28,2;;0,2;3,3;22,78;91,25;0;
83669;09/01/1981;1200;0;;20,2;;;;;;
83669;10/01/1981;0000;;28,8;;1,2;1,1;22,56;86,25;0;
83669;10/01/1981;1200;40,1;;20,3;;;;;;
83669;11/01/1981;0000;;27;;0,8;1,2;22,14;92,5;0;
83669;11/01/1981;1200;35,5;;20,2;;;;;;
83669;13/01/1981;0000;;26,4;;1,4;1,6;22,8;93,25;0,333333;
83669;13/01/1981;1200;13,3;;20,5;;;;;;
83669;15/01/1981;0000;;24,7;;0;0,9;22,58;94,5;0;
83669;15/01/1981;1200;15,3;;21,2;;;;;;
83669;16/01/1981;0000;;29,2;;1,7;0,8;23,62;86,25;0;
83669;16/01/1981;1200;45;;20,8;;;;;;
83669;17/01/1981;0000;;31,4;;7,4;1,6;;;;
83669;17/01/1981;1200;2,2;;21,4;;;;;;
83669;18/01/1981;0000;;32,4;;6,4;3,7;;;;
83669;18/01/1981;1200;0,8;;19,6;;;;;;
83669;19/01/1981;0000;;31;;3,2;3,5;;;;
83669;19/01/1981;1200;0;;21,6;;;;;;
83669;20/01/1981;0000;;30,2;;2,2;3,1;23,78;83,75;0,333333;
83669;20/01/1981;1200;0;;21;;;;;;
83669;21/01/1981;0000;;28,2;;1,7;2,2;22,96;90,75;0;
83669;21/01/1981;1200;11,8;;19,4;;;;;;
83669;22/01/1981;0000;;27,3;;0,1;1,4;22,82;87,5;0,333333;
83669;22/01/1981;1200;9;;20;;;;;;
83669;23/01/1981;0000;;28,8;;5,1;3;24,66;80,75;0,666667;
83669;23/01/1981;1200;0;;21;;;;;;
83669;24/01/1981;0000;;31,6;;5,3;3;23,96;81,75;1;
83669;24/01/1981;1200;4,3;;20,6;;;;;;
83669;25/01/1981;0000;;29,8;;4,1;3,2;24,26;86,75;0;
83669;25/01/1981;1200;27,3;;20,6;;;;;;
83669;26/01/1981;0000;;27,4;;0;2,3;22,38;84,75;0;
83669;26/01/1981;1200;33,6;;19,8;;;;;;
83669;27/01/1981;0000;;30,6;;8,2;2,5;24,06;69;0,666667;
83669;27/01/1981;1200;0;;19,1;;;;;;
83669;29/01/1981;0000;;30,6;;8,6;3,8;23,2;77,25;0;
83669;29/01/1981;1200;0;;17,8;;;;;;
83669;30/01/1981;0000;;31,8;;8,3;3,9;24,08;73,25;0,333333;
83669;30/01/1981;1200;0;;17,3;;;;;;
83669;31/01/1981;0000;;30,8;;2;3,6;;;;
83669;31/01/1981;1200;0;;20,2;;;;;;
83669;01/02/1981;0000;;32,2;;9,4;3,8;;;;
83669;01/02/1981;1200;0;;19,2;;;;;;
83669;02/02/1981;0000;;32,4;;7,7;3,6;24,74;77,75;0,333333;
83669;02/02/1981;1200;0;;20,2;;;;;;
83669;03/02/1981;0000;;32;;7,6;4,9;24,64;85,5;0;
83669;03/02/1981;1200;0;;20,1;;;;;;
83669;04/02/1981;0000;;33;;7,1;3;;;;
83669;04/02/1981;1200;20,4;;19,4;;;;;;
83669;05/02/1981;0000;;31,2;;5,2;4,1;;;;
83669;05/02/1981;1200;0;;20,2;;;;;;
83669;06/02/1981;0000;;31,8;;5,1;4,7;24,74;76,75;0,666667;
83669;06/02/1981;1200;0;;20,8;;;;;;
83669;07/02/1981;0000;;30,2;;1,9;3,6;;;;
83669;07/02/1981;1200;0;;20,3;;;;;;
83669;08/02/1981;0000;;31,2;;7,1;2,9;23,76;76;0;
83669;08/02/1981;1200;26,6;;19,5;;;;;;
83669;09/02/1981;0000;;31,8;;7,3;3,2;23,48;78,5;0,333333;
83669;09/02/1981;1200;0;;19;;;;;;
83669;10/02/1981;0000;;28,8;;4,2;3,8;22,66;85,75;0;
83669;10/02/1981;1200;10,8;;18,3;;;;;;
83669;11/02/1981;0000;;30,4;;6,5;1,9;23,76;85,25;0,666667;
83669;11/02/1981;1200;0;;20,5;;;;;;
83669;12/02/1981;0000;;30,8;;7,2;2,9;24,26;76;0,666667;
83669;12/02/1981;1200;2,4;;20,8;;;;;;
83669;13/02/1981;0000;;31,7;;9,8;3,2;;;;
83669;13/02/1981;1200;1,6;;21,2;;;;;;
83669;14/02/1981;0000;;32,4;;10,8;4;;;;
83669;14/02/1981;1200;0,1;;20,2;;;;;;
83669;15/02/1981;0000;;31,3;;10,5;5,5;;;;
83669;15/02/1981;1200;0;;20,2;;;;;;
83669;16/02/1981;0000;;31,6;;10,4;4,9;;;;
83669;16/02/1981;1200;0;;17,3;;;;;;
83669;17/02/1981;0000;;30,8;;9,8;5,5;;;;
83669;17/02/1981;1200;0;;19,2;;;;;;
83669;18/02/1981;0000;;32,4;;10,3;6,1;24,02;67,5;0,666667;
83669;18/02/1981;1200;0;;19;;;;;;
83669;19/02/1981;0000;;32,6;;8,6;5,5;23,94;69;0,666667;
83669;19/02/1981;1200;0;;18;;;;;;
83669;20/02/1981;0000;;29,2;;5;4,4;22,46;73,5;2,333333;
83669;20/02/1981;1200;16,5;;18,2;;;;;;
83669;21/02/1981;0000;;29,8;;4,9;4;;;;
83669;21/02/1981;1200;0;;19,6;;;;;;
83669;22/02/1981;0000;;29,4;;5,1;5,5;;;;
83669;22/02/1981;1200;0;;21;;;;;;
83669;23/02/1981;0000;;31;;8,1;6,1;;;;
83669;23/02/1981;1200;0;;20,8;;;;;;
83669;24/02/1981;0000;;30,8;;5,4;7,8;23,98;71,25;1,333333;
83669;24/02/1981;1200;0;;20,2;;;;;;
83669;25/02/1981;0000;;30,2;;4,4;5,4;;;;
83669;25/02/1981;1200;0;;19,8;;;;;;
83669;26/02/1981;0000;;30,6;;3,2;4,6;;;;
83669;26/02/1981;1200;0;;19,2;;;;;;
83669;27/02/1981;0000;;32;;8,2;5,4;23,5;70,75;0,333333;
83669;27/02/1981;1200;0;;17,4;;;;;;
83669;28/02/1981;0000;;33,6;;9,7;4,1;24,7;68;0,333333;
83669;28/02/1981;1200;0,4;;18,4;;;;;;
83669;01/03/1981;0000;;34;;10,5;5,6;;;;
83669;01/03/1981;1200;0;;18;;;;;;
83669;02/03/1981;0000;;35;;9,4;9;;;;
83669;02/03/1981;1200;0;;22;;;;;;
83669;03/03/1981;0000;;33,8;;6,2;5,7;;;;
83669;03/03/1981;1200;5;;21,4;;;;;;
83669;04/03/1981;0000;;32,8;;4,3;4,8;24,98;74,5;0,666667;
83669;04/03/1981;1200;0;;21;;;;;;
83669;05/03/1981;0000;;31,4;;4,7;4;;;;
83669;05/03/1981;1200;0,6;;20,4;;;;;;
83669;06/03/1981;0000;;32,6;;4,3;3,6;24,42;82,25;0;
83669;06/03/1981;1200;0;;20,6;;;;;;
83669;08/03/1981;0000;;30,3;;2,8;2,4;24,04;85,75;0,333333;
83669;08/03/1981;1200;0;;20;;;;;;
83669;09/03/1981;0000;;30,6;;6;2;;;;
83669;09/03/1981;1200;4,2;;20,6;;;;;;
83669;10/03/1981;0000;;31,4;;9,9;3,9;23,66;75;0,666667;
83669;10/03/1981;1200;0;;18,6;;;;;;
83669;11/03/1981;0000;;32,4;;9,4;4,1;;;;
83669;11/03/1981;1200;0;;17,2;;;;;;
83669;12/03/1981;0000;;33,6;;9;4,2;;;;
83669;12/03/1981;1200;0;;17,6;;;;;;
83669;13/03/1981;0000;;33,6;;9,3;5,2;;;;
83669;13/03/1981;1200;0;;19;;;;;;
83669;15/03/1981;0000;;32;;4,2;4,4;;;;
83669;15/03/1981;1200;8,3;;20,9;;;;;;
83669;16/03/1981;0000;;30,8;;2;2,8;;;;
83669;16/03/1981;1200;0;;20,2;;;;;;
83669;17/03/1981;0000;;31;;3,3;2,9;23,26;85,25;0;
83669;17/03/1981;1200;0;;20;;;;;;
83669;18/03/1981;0000;;27,2;;2,5;2,5;22,82;86,5;0,666667;
83669;18/03/1981;1200;8,7;;20,8;;;;;;
83669;19/03/1981;0000;;29,6;;7,9;2,1;23,06;72,5;2;
83669;19/03/1981;1200;0,3;;18,1;;;;;;
83669;21/03/1981;0000;;31;;8,8;2,9;;;;
83669;21/03/1981;1200;0;;18,5;;;;;;
83669;22/03/1981;0000;;31;;10,3;6,1;;;;
83669;22/03/1981;1200;0;;16,7;;;;;;
83669;23/03/1981;0000;;29,8;;8;6,4;22,2;71,5;1,666667;
83669;23/03/1981;1200;0;;18,5;;;;;;
83669;24/03/1981;0000;;30,8;;6,2;6,1;24,26;63;2,333333;
83669;24/03/1981;1200;0;;19,5;;;;;;
83669;25/03/1981;0000;;30,4;;6,9;6;;;;
83669;25/03/1981;1200;0;;20,5;;;;;;
83669;26/03/1981;0000;;28,2;;2,5;5,3;;;;
83669;26/03/1981;1200;0;;20;;;;;;
83669;27/03/1981;0000;;25,8;;0,1;4,8;22,1;89,75;0,333333;
83669;27/03/1981;1200;0,5;;20,6;;;;;;
83669;28/03/1981;0000;;23,4;;0,2;2,2;20,9;92,75;0,666667;
83669;28/03/1981;1200;8,9;;19,1;;;;;;
83669;29/03/1981;0000;;27,4;;3,6;1,2;22,56;85,25;2,333333;
83669;29/03/1981;1200;12,1;;20,2;;;;;;
83669;30/03/1981;0000;;29,6;;9,5;2;22,34;79,5;1;
83669;30/03/1981;1200;3;;19;;;;;;
83669;31/03/1981;0000;;30;;10,1;3,5;21,18;76,75;0,333333;
83669;31/03/1981;1200;0;;16;;;;;;
83669;01/04/1981;0000;;29,8;;9,9;4,3;21,84;65,25;0;
83669;01/04/1981;1200;0;;14,2;;;;;;
83669;02/04/1981;0000;;29,2;;7,1;5,8;;;;
83669;02/04/1981;1200;0;;16,6;;;;;;
83669;03/04/1981;0000;;30,4;;8,4;4,6;22,66;76,75;1;
83669;03/04/1981;1200;0;;18,8;;;;;;
83669;05/04/1981;0000;;31,8;;8,2;2,4;;;;
83669;05/04/1981;1200;0,7;;17,6;;;;;;
83669;06/04/1981;0000;;31;;9,6;5,7;;;;
83669;06/04/1981;1200;0;;17,8;;;;;;
83669;07/04/1981;0000;;30,2;;9,8;5,9;22,54;68,25;1,666667;
83669;07/04/1981;1200;0;;17,6;;;;;;
83669;08/04/1981;0000;;30;;9,8;5;22,28;71,25;0,666667;
83669;08/04/1981;1200;0;;18;;;;;;
83669;09/04/1981;0000;;30;;8,9;5;;;;
83669;09/04/1981;1200;0;;16,7;;;;;;
83669;10/04/1981;0000;;29,6;;9,7;6,4;21,4;60;1;
83669;10/04/1981;1200;0;;14,6;;;;;;
83669;11/04/1981;0000;;29,4;;9,5;6,6;21,42;66,5;0,666667;
83669;11/04/1981;1200;0;;16;;;;;;
83669;12/04/1981;0000;;30,6;;10;4,4;;;;
83669;12/04/1981;1200;0;;15,8;;;;;;
83669;13/04/1981;0000;;31;;9,3;6;22,34;63;0;
83669;13/04/1981;1200;0;;16,6;;;;;;
83669;14/04/1981;0000;;31;;7,4;5,8;;;;
83669;14/04/1981;1200;0;;17,2;;;;;;
83669;15/04/1981;0000;;30,6;;6,2;5,3;;;;
83669;15/04/1981;1200;0;;17,6;;;;;;
83669;16/04/1981;0000;;27,8;;6,3;4,9;21,34;71,25;1;
83669;16/04/1981;1200;5;;17,6;;;;;;
83669;18/04/1981;0000;;26,1;;10,1;8,5;;;;
83669;18/04/1981;1200;0;;12,6;;;;;;
83669;19/04/1981;0000;;26;;10,5;6,4;;;;
83669;19/04/1981;1200;0;;13,6;;;;;;
83669;20/04/1981;0000;;29;;10,2;6,7;21,06;60,5;0,666667;
83669;20/04/1981;1200;0;;13;;;;;;
83669;21/04/1981;0000;;29,4;;9,9;6;;;;
83669;21/04/1981;1200;0;;13,5;;;;;;
83669;22/04/1981;0000;;29;;8,6;5,1;21,98;60;0,666667;
83669;22/04/1981;1200;0;;14;;;;;;
83669;23/04/1981;0000;;29;;2,4;5,8;21,9;67,75;1,333333;
83669;23/04/1981;1200;0;;14,4;;;;;;
83669;24/04/1981;0000;;30;;6,9;5;21,94;80;1,666667;
83669;24/04/1981;1200;0;;18;;;;;;
83669;25/04/1981;0000;;31,2;;9,4;3,4;;;;
83669;25/04/1981;1200;3,5;;18;;;;;;
83669;26/04/1981;0000;;31;;5,8;6;22,38;74,75;1;
83669;26/04/1981;1200;0;;16;;;;;;
83669;27/04/1981;0000;;31,1;;4,6;5,1;22,3;79,25;1,333333;
83669;27/04/1981;1200;0;;18,6;;;;;;
83669;28/04/1981;0000;;28,8;;3,5;0,7;21,46;85;1,333333;
83669;28/04/1981;1200;18,1;;18;;;;;;
83669;29/04/1981;0000;;26,6;;2,1;5,3;20,82;87,75;0,666667;
83669;29/04/1981;1200;0;;16,9;;;;;;
83669;01/05/1981;0000;;27;;9,4;2,9;17,76;77,5;0,666667;
83669;01/05/1981;1200;0;;10,5;;;;;;
83669;02/05/1981;0000;;30;;8,9;3,1;;;;
83669;02/05/1981;1200;0;;12,8;;;;;;
83669;03/05/1981;0000;;30,8;;8,5;4,3;;;;
83669;03/05/1981;1200;0;;15,8;;;;;;
83669;04/05/1981;0000;;27,8;;7;2,7;20,92;82,5;1;
83669;04/05/1981;1200;2,5;;16,1;;;;;;
83669;05/05/1981;0000;;30,8;;9,8;5;21,5;76,75;0,333333;
83669;05/05/1981;1200;0;;15,8;;;;;;
83669;07/05/1981;0000;;28,4;;9,4;7,6;21,36;63,75;2;
83669;07/05/1981;1200;0;;15,1;;;;;;
83669;08/05/1981;0000;;28,4;;9,2;8;21,42;65,25;3,666667;
83669;08/05/1981;1200;0;;18,2;;;;;;
83669;09/05/1981;0000;;28,9;;9,6;5,1;21,18;67;0;
83669;09/05/1981;1200;0;;12,6;;;;;;
83669;10/05/1981;0000;;29,8;;10,1;4,3;21,54;69;0,666667;
83669;10/05/1981;1200;0;;15,4;;;;;;
83669;11/05/1981;0000;;29,2;;8,3;5;20,62;72,5;0;
83669;11/05/1981;1200;0;;13,2;;;;;;
83669;12/05/1981;0000;;29,2;;5,4;4,6;20,14;72,75;1,666667;
83669;12/05/1981;1200;0;;14,6;;;;;;
83669;13/05/1981;0000;;28,8;;9,2;4,3;20,06;70,25;0;
83669;13/05/1981;1200;0;;14,6;;;;;;
83669;14/05/1981;0000;;29,2;;9,6;4,5;18,96;73,25;0,666667;
83669;14/05/1981;1200;0;;11,1;;;;;;
83669;15/05/1981;0000;;29,2;;8,6;4,7;20,1;77,75;0,666667;
83669;15/05/1981;1200;0;;12,8;;;;;;
83669;16/05/1981;0000;;27,1;;9,5;5,2;19,5;68,5;3;
83669;16/05/1981;1200;0;;15;;;;;;
83669;17/05/1981;0000;;28,2;;6,6;6,7;21,86;66,75;1;
83669;17/05/1981;1200;0;;14,8;;;;;;
83669;18/05/1981;0000;;27,6;;2,6;6,8;;;;
83669;18/05/1981;1200;0;;20,2;;;;;;
83669;19/05/1981;0000;;29;;7,5;4,2;;;;
83669;19/05/1981;1200;0;;14,8;;;;;;
83669;20/05/1981;0000;;28,8;;6,4;5,7;21,42;80,25;1,333333;
83669;20/05/1981;1200;0;;18;;;;;;
83669;21/05/1981;0000;;28,6;;9,2;2,8;;;;
83669;21/05/1981;1200;0;;16,7;;;;;;
83669;22/05/1981;0000;;28;;9,3;4,9;;;;
83669;22/05/1981;1200;0;;12,8;;;;;;
83669;23/05/1981;0000;;26,6;;6,4;6,2;19,14;78,75;1;
83669;23/05/1981;1200;0;;15,6;;;;;;
83669;24/05/1981;0000;;26,4;;9,6;3,9;19,5;70,75;1,333333;
83669;24/05/1981;1200;9,3;;14;;;;;;
83669;25/05/1981;0000;;26,8;;9,6;4;17,84;75,5;0;
83669;25/05/1981;1200;0;;12,4;;;;;;
83669;26/05/1981;0000;;27,8;;9,2;3,8;17,94;73,75;0,333333;
83669;26/05/1981;1200;0;;11,2;;;;;;
83669;27/05/1981;0000;;27,7;;9,1;4,5;20,1;60,5;0,666667;
83669;27/05/1981;1200;0;;11,5;;;;;;
83669;28/05/1981;0000;;21,2;;0,6;5,1;17,28;86,25;1,666667;
83669;28/05/1981;1200;15,2;;15;;;;;;
83669;29/05/1981;0000;;24;;8,9;1,4;16,68;80;0,666667;
83669;29/05/1981;1200;2,2;;12,6;;;;;;
83669;30/05/1981;0000;;25,4;;9,6;3,2;19,14;68,5;2,666667;
83669;30/05/1981;1200;0;;13;;;;;;
83669;31/05/1981;0000;;26,4;;9,6;5,8;20,04;67,5;1;
83669;31/05/1981;1200;0;;13,1;;;;;;
83669;01/06/1981;0000;;27,4;;9;4,4;19,22;71,5;0;
83669;01/06/1981;1200;0;;14,2;;;;;;
83669;02/06/1981;0000;;28,3;;8,7;4,6;20,58;60,75;0,666667;
83669;02/06/1981;1200;0;;12,3;;;;;;
83669;03/06/1981;0000;;22,6;;0;5,7;18,02;80,5;1,333333;
83669;03/06/1981;1200;0;;14,4;;;;;;
83669;04/06/1981;0000;;26,4;;7,1;2,2;19,18;71;0,666667;
83669;04/06/1981;1200;0;;12,4;;;;;;
83669;05/06/1981;0000;;26,8;;8,1;5;20,66;68,75;2;
83669;05/06/1981;1200;0;;14,4;;;;;;
83669;07/06/1981;0000;;18,6;;1,4;0,4;;;;
83669;07/06/1981;1200;47,6;;13,6;;;;;;
83669;08/06/1981;0000;;18,2;;4,5;2,8;;;;
83669;08/06/1981;1200;0,1;;9,8;;;;;;
83669;09/06/1981;0000;;22,7;;9,5;1,9;;;;
83669;09/06/1981;1200;0;;6;;;;;;
83669;10/06/1981;0000;;26,2;;9,6;3,6;15,62;78;1;
83669;10/06/1981;1200;0;;9;;;;;;
83669;11/06/1981;0000;;26,8;;9,4;3;;;;
83669;11/06/1981;1200;0;;8;;;;;;
83669;12/06/1981;0000;;27,2;;8,5;4,1;;;;
83669;12/06/1981;1200;0;;9,4;;;;;;
83669;13/06/1981;0000;;24;;3,2;3,9;16,98;82,5;0,333333;
83669;13/06/1981;1200;0;;10,4;;;;;;
83669;14/06/1981;0000;;26,6;;9;3;17,02;77,25;0,333333;
83669;14/06/1981;1200;0;;10,8;;;;;;
83669;15/06/1981;0000;;27,2;;9,1;4;17,64;82,75;1;
83669;15/06/1981;1200;0;;10,1;;;;;;
83669;18/06/1981;0000;;17,6;;1,5;0,6;;;;
83669;18/06/1981;1200;2,7;;10,2;;;;;;
83669;19/06/1981;0000;;19;;0;1,7;;;;
83669;19/06/1981;1200;0;;6;;;;;;
83669;20/06/1981;0000;;24,6;;8,8;2,2;;;;
83669;20/06/1981;1200;0;;5,9;;;;;;
83669;21/06/1981;0000;;26,1;;8,7;2,7;;;;
83669;21/06/1981;1200;1;;10,2;;;;;;
83669;22/06/1981;0000;;26,4;;9,3;3,8;18,58;72;1,666667;
83669;22/06/1981;1200;0;;11,4;;;;;;
83669;23/06/1981;0000;;25,8;;9,5;4,5;19,98;60,25;4,333333;
83669;23/06/1981;1200;0;;16;;;;;;
83669;24/06/1981;0000;;25,2;;4,7;5;18,44;66,25;0,333333;
83669;24/06/1981;1200;0;;11,1;;;;;;
83669;25/06/1981;0000;;23,5;;0,4;3,9;18,1;68;1,666667;
83669;25/06/1981;1200;0;;13;;;;;;
83669;26/06/1981;0000;;25,4;;7,2;4,2;17,46;74,25;0;
83669;26/06/1981;1200;0;;13,2;;;;;;
83669;27/06/1981;0000;;26,1;;9,4;3;15,84;74,5;1,666667;
83669;27/06/1981;1200;0;;9,2;;;;;;
83669;28/06/1981;0000;;26,2;;9,4;4,4;16,8;74,5;0;
83669;28/06/1981;1200;0;;10,6;;;;;;
83669;29/06/1981;0000;;26,6;;9,4;3,6;16,34;75,5;1,333333;
83669;29/06/1981;1200;0;;9,6;;;;;;
83669;30/06/1981;0000;;28,4;;9,1;3,6;17,68;72,25;1;
83669;30/06/1981;1200;0;;10,2;;;;;;
83669;01/07/1981;0000;;28,4;;8,5;4,4;17,18;75,5;1;
83669;01/07/1981;1200;0;;10;;;;;;
83669;02/07/1981;0000;;28,4;;6,4;4,5;18,78;72,25;2,333333;
83669;02/07/1981;1200;0;;10,6;;;;;;
83669;03/07/1981;0000;;21,8;;9,6;5,1;15,66;68;6,333333;
83669;03/07/1981;1200;0;;13,2;;;;;;
83669;04/07/1981;0000;;22,7;;9,7;7,8;14,98;60,75;3,333333;
83669;04/07/1981;1200;0;;9,2;;;;;;
83669;05/07/1981;0000;;21,4;;9,7;6,1;14,46;63,25;4,333333;
83669;05/07/1981;1200;0;;9,8;;;;;;
83669;06/07/1981;0000;;21,2;;9,6;6,3;14,06;62,25;3;
83669;06/07/1981;1200;0;;8,6;;;;;;
83669;07/07/1981;0000;;21,6;;9,6;6,1;15,58;61;3,333333;
83669;07/07/1981;1200;0;;10,2;;;;;;
83669;08/07/1981;0000;;22,2;;7,1;7;15,78;65;3,666667;
83669;08/07/1981;1200;0;;13,4;;;;;;
83669;09/07/1981;0000;;23,6;;9,4;6,5;17;60;2,666667;
83669;09/07/1981;1200;0;;13,2;;;;;;
83669;10/07/1981;0000;;24,4;;9;6;17,42;57;1,333333;
83669;10/07/1981;1200;0;;12,8;;;;;;
83669;11/07/1981;0000;;21,2;;0;4,7;16,54;78,5;0,666667;
83669;11/07/1981;1200;0;;14;;;;;;
83669;12/07/1981;0000;;26,6;;9,2;2,8;16,64;69,75;0;
83669;12/07/1981;1200;0;;11,9;;;;;;
83669;13/07/1981;0000;;27;;9,2;4,5;18,08;53,5;1,333333;
83669;13/07/1981;1200;0;;7,4;;;;;;
83669;14/07/1981;0000;;27,7;;7,8;6,7;18,28;63,75;0,333333;
83669;14/07/1981;1200;0;;10,8;;;;;;
83669;15/07/1981;0000;;29;;7,7;5,5;;;;
83669;15/07/1981;1200;0;;11,9;;;;;;
83669;16/07/1981;0000;;27,4;;9,7;6;17,1;65,25;0,666667;
83669;16/07/1981;1200;0;;10,8;;;;;;
83669;17/07/1981;0000;;28,2;;9,3;4,7;17,6;65,25;1;
83669;17/07/1981;1200;0;;8,2;;;;;;
83669;18/07/1981;0000;;20;;0;5,9;14,78;83,25;0,666667;
83669;18/07/1981;1200;0;;12,8;;;;;;
83669;19/07/1981;0000;;16,8;;1,6;1,9;12,74;73,25;1,333333;
83669;19/07/1981;1200;0;;10,4;;;;;;
83669;20/07/1981;0000;;16;;6,6;3;;;;
83669;20/07/1981;1200;0;;5;;;;;;
83669;23/07/1981;0000;;26,8;;7;6,6;16,78;60;0;
83669;23/07/1981;1200;0;;8;;;;;;
83669;24/07/1981;0000;;25,6;;2,7;6,6;17,3;74,25;0,666667;
83669;24/07/1981;1200;0;;12;;;;;;
83669;25/07/1981;0000;;19,3;;0,9;4,3;12,74;82,25;0,666667;
83669;25/07/1981;1200;0;;10,2;;;;;;
83669;26/07/1981;0000;;26,2;;8,3;2,1;13,46;69;0,333333;
83669;26/07/1981;1200;1;;5,4;;;;;;
83669;27/07/1981;0000;;27,2;;8,9;6,1;17,34;53,25;0;
83669;27/07/1981;1200;0;;8,2;;;;;;
83669;28/07/1981;0000;;28,6;;9;6,5;17,04;57,5;0,333333;
83669;28/07/1981;1200;0;;8,2;;;;;;
83669;29/07/1981;0000;;28,4;;9,7;5,6;19,22;56;1;
83669;29/07/1981;1200;0;;9,6;;;;;;
83669;30/07/1981;0000;;27,8;;8;7;19,7;54,5;0,333333;
83669;30/07/1981;1200;0;;16,2;;;;;;
83669;31/07/1981;0000;;28;;9,1;6,3;19,08;47,25;0,333333;
83669;31/07/1981;1200;0;;7,6;;;;;;
83669;01/08/1981;0000;;26,8;;5,2;7,7;19,14;49,75;1;
83669;01/08/1981;1200;0;;9,2;;;;;;
83669;03/08/1981;0000;;29,9;;9,2;7,5;19,42;62;0;
83669;03/08/1981;1200;0;;10,6;;;;;;
83669;04/08/1981;0000;;29,2;;10,1;7,5;;;;
83669;04/08/1981;1200;0;;13,3;;;;;;
83669;05/08/1981;0000;;29,2;;10;7,4;20,78;50,25;2,666667;
83669;05/08/1981;1200;0;;11,2;;;;;;
83669;06/08/1981;0000;;29;;9,9;7,8;20,7;53,25;0,333333;
83669;06/08/1981;1200;0;;12,2;;;;;;
83669;07/08/1981;0000;;29,3;;9,9;7,6;19,48;55;1,333333;
83669;07/08/1981;1200;0;;12;;;;;;
83669;08/08/1981;0000;;28;;0;7,1;20,86;53,5;3,333333;
83669;08/08/1981;1200;0;;12,4;;;;;;
83669;09/08/1981;0000;;26,6;;1,1;8,1;19,28;66,25;1,333333;
83669;09/08/1981;1200;0;;14,2;;;;;;
83669;10/08/1981;0000;;26,1;;0,7;5,9;19,36;67,25;1,666667;
83669;10/08/1981;1200;0;;14,4;;;;;;
83669;11/08/1981;0000;;30;;7,7;4,8;22,78;58,25;3;
83669;11/08/1981;1200;0;;15,6;;;;;;
83669;12/08/1981;0000;;31,2;;7,2;7,8;;;;
83669;12/08/1981;1200;0;;16,4;;;;;;
83669;13/08/1981;0000;;31,2;;4,2;7,5;;;;
83669;13/08/1981;1200;0;;16;;;;;;
83669;14/08/1981;0000;;28,4;;0,3;7,9;19,82;70,75;1;
83669;14/08/1981;1200;1;;14,8;;;;;;
83669;15/08/1981;0000;;28,8;;9,6;5;18,5;63,5;0,333333;
83669;15/08/1981;1200;0;;9,8;;;;;;
83669;17/08/1981;0000;;24,6;;0;8,9;19,1;74;2,333333;
83669;17/08/1981;1200;0;;15,2;;;;;;
83669;18/08/1981;0000;;24,4;;4,3;3,9;17,42;81,5;1,333333;
83669;18/08/1981;1200;2,9;;13;;;;;;
83669;19/08/1981;0000;;25,2;;8,9;4,5;16,84;62,25;2,333333;
83669;19/08/1981;1200;0;;10,3;;;;;;
83669;20/08/1981;0000;;25,4;;9,7;7,9;16,9;49,75;3;
83669;20/08/1981;1200;0;;9;;;;;;
83669;21/08/1981;0000;;26,4;;10,2;12,6;18,54;50,25;1,666667;
83669;21/08/1981;1200;0;;12;;;;;;
83669;22/08/1981;0000;;27,4;;10;11;20,3;48,75;1,666667;
83669;22/08/1981;1200;0;;14,6;;;;;;
83669;24/08/1981;0000;;29;;9,2;7,7;19,54;53,75;0,333333;
83669;24/08/1981;1200;0;;14;;;;;;
83669;26/08/1981;0000;;31,8;;8,2;7,5;19,82;54,5;0;
83669;26/08/1981;1200;0;;11,2;;;;;;
83669;27/08/1981;0000;;33,3;;8;8,3;20,96;50,5;0,666667;
83669;27/08/1981;1200;0;;12,4;;;;;;
83669;28/08/1981;0000;;32,6;;0;9,5;21,62;50,25;0,333333;
83669;28/08/1981;1200;0;;12;;;;;;
83669;29/08/1981;0000;;33,4;;3,7;8,3;;;;
83669;29/08/1981;1200;0;;14,6;;;;;;
83669;30/08/1981;0000;;33;;4,2;9,8;;;;
83669;30/08/1981;1200;0;;17,6;;;;;;
83669;31/08/1981;0000;;28,6;;4,5;10,5;20,72;61,25;4,333333;
83669;31/08/1981;1200;0;;16,5;;;;;;
