Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media,Precipitacao,TempMinima
0,0.40322580645161277,-0.7354497354497354,0.7768651608487338,0.6491228070175437,-0.6140350000000001,-1.0,-1.0
1,-0.06451612903225812,-0.7777777777777778,0.8028747433264887,0.6240601503759398,-0.7017544736842105,-1.0,-1.0
2,0.4516129032258065,-0.693121693121693,0.8590006844626967,0.6140350877192982,-0.46491236842105255,-1.0,-1.0
3,-1.0,-0.5661375661375662,0.6878850102669405,0.8796992481203008,-0.5701755263157895,-0.9810752688172043,-1.0
4,0.016129032258064502,-0.9682539682539683,0.7754962354551678,0.6992481203007519,-0.5701755263157895,-0.8623655913978494,-1.0
5,0.0,-0.8306878306878307,0.7932922655715262,0.7694235588972429,-0.5701755263157895,-1.0,-1.0
6,0.5161290322580645,-0.7883597883597884,0.8069815195071868,0.5137844611528821,-0.7192981578947368,-0.884731182795699,-1.0
7,0.40322580645161277,-0.6507936507936508,0.7508555783709785,0.6040100250626566,-0.4736842105263158,-1.0,-1.0
8,0.8387096774193548,-0.693121693121693,0.8247775496235454,0.5789473684210527,-0.5964913157894737,-1.0,-1.0
9,-0.08064516129032262,-0.693121693121693,0.786447638603696,0.7393483709273183,-0.6491228947368421,-1.0,-1.0
10,0.9193548387096775,-0.5661375661375662,0.8124572210814509,0.6140350877192982,-0.6403507894736842,-0.6060215053763441,-1.0
11,0.8709677419354838,-0.9047619047619048,0.8110882956878849,0.5639097744360901,-0.43859657894736837,-1.0,-1.0
12,0.8709677419354838,-0.6613756613756614,0.7987679671457906,0.588972431077694,-0.6842105263157895,-1.0,-1.0
13,0.8709677419354838,-0.6190476190476191,0.8275154004106775,0.5538847117794485,-0.631578947368421,-1.0,-1.0
14,0.6129032258064515,-0.6402116402116402,0.8220396988364134,0.6240601503759398,-0.46491236842105255,-1.0,-1.0
15,0.7096774193548385,-0.7354497354497354,0.7891854893908281,0.5689223057644108,-0.5263157894736843,-0.9948387096774194,-1.0
16,0.7903225806451613,-0.693121693121693,0.8124572210814509,0.5288220551378444,-0.6228071052631579,-1.0,-1.0
17,0.8548387096774193,-0.5767195767195767,0.8261464750171115,0.4736842105263157,-0.6578947368421053,-1.0,-1.0
18,0.8548387096774193,-0.6825396825396826,0.7809719370294317,0.5338345864661653,-0.46491236842105255,-1.0,-1.0
19,0.32258064516129026,-0.5661375661375662,0.8234086242299794,0.6190476190476191,-0.6578947368421053,-0.9931182795698925,-1.0
20,0.903225806451613,-0.6613756613756614,0.8453114305270362,0.4837092731829573,-0.7192981578947368,-0.956989247311828,-1.0
21,0.7096774193548385,-0.5449735449735449,0.871321013004791,0.488721804511278,-0.2017544736842105,-1.0,-1.0
22,0.8548387096774193,-0.5661375661375662,0.8494182067077343,0.5137844611528821,-0.5350876315789475,-1.0,-1.0
23,0.8548387096774193,-0.6084656084656084,0.8548939082819986,0.4586466165413534,-0.5789473684210527,-1.0,-1.0
24,0.5161290322580645,-0.4708994708994708,0.8590006844626967,0.488721804511278,-0.7192981578947368,-1.0,-1.0
25,0.6612903225806452,-0.5343915343915343,0.871321013004791,0.4536340852130325,-0.7192981578947368,-1.0,-1.0
26,0.5483870967741935,-0.6402116402116402,0.8891170431211499,0.5288220551378444,-0.6140350000000001,-1.0,-1.0
27,0.7741935483870968,-0.5661375661375662,0.891854893908282,0.4536340852130325,-0.385965,-1.0,-1.0
28,-0.20967741935483863,-0.6402116402116402,0.8603696098562628,0.5789473684210527,-0.5701755263157895,-1.0,-1.0
29,0.06451612903225801,-0.6084656084656084,0.8548939082819986,0.4837092731829573,-0.5614034210526316,-0.9974193548387097,-1.0
30,-0.4032258064516129,-0.6084656084656084,0.8069815195071868,0.6140350877192982,-0.7017544736842105,-0.9225806451612903,-1.0
31,-0.5,-0.7354497354497354,0.8617385352498288,0.6090225563909772,-0.5526315789473685,-0.9913978494623656,-1.0
32,-0.564516129032258,-0.7354497354497354,0.8042436687200547,0.7092731829573933,-0.4824560526315791,-0.9896774193548387,-1.0
33,-0.22580645161290325,-0.7354497354497354,0.8672142368240932,0.4586466165413534,-0.6754386842105263,-1.0,-1.0
34,0.016129032258064502,-0.5978835978835979,0.8726899383983571,0.5789473684210527,-0.6052631578947368,-0.9724731182795698,-1.0
35,0.532258064516129,-0.7037037037037037,0.8412046543463378,0.7343358395989974,-0.5964913157894737,-0.9741935483870968,-1.0
36,0.14516129032258052,-0.7037037037037037,0.8206707734428473,0.6641604010025062,-0.4736842105263158,-1.0,-1.0
37,0.8387096774193548,-0.693121693121693,0.8699520876112252,0.518796992481203,-0.5,-1.0,-1.0
38,0.8064516129032255,-0.6825396825396826,0.8891170431211499,0.5338345864661653,-0.6578947368421053,-1.0,-1.0
39,-0.016129032258064613,-0.5555555555555556,0.8494182067077343,0.593984962406015,-0.6578947368421053,-0.9776344086021506,-1.0
40,0.7741935483870968,-0.6613756613756614,0.8699520876112252,0.4786967418546366,-0.6228071052631579,-0.9879569892473118,-1.0
41,0.7741935483870968,-0.5873015873015872,0.8644763860369609,0.4736842105263157,-0.631578947368421,-0.9836559139784946,-1.0
42,0.7903225806451613,-0.5555555555555556,0.8877481177275837,0.418546365914787,-0.33333342105263153,-1.0,-1.0
43,-0.24193548387096775,-0.5873015873015872,0.8343600273785079,0.4987468671679198,-0.5087718421052632,-1.0,-1.0
44,0.596774193548387,-0.6402116402116402,0.8412046543463378,0.4736842105263157,-0.6403507894736842,-1.0,-1.0
45,0.38709677419354827,-0.6190476190476191,0.894592744695414,0.6390977443609023,-0.5877192105263158,-1.0,-1.0
46,0.564516129032258,-0.6825396825396826,0.9192334017796029,0.588972431077694,-0.5263157894736843,-0.8795698924731183,-1.0
47,0.5161290322580645,-0.6613756613756614,0.8959616700889801,0.6090225563909772,-0.4561402631578948,-1.0,-1.0
48,0.37096774193548376,-0.6296296296296295,0.891854893908282,0.588972431077694,-0.4824560526315791,-1.0,-1.0
49,0.532258064516129,-0.746031746031746,0.8767967145790554,0.5538847117794485,-0.631578947368421,-1.0,-1.0
50,0.4516129032258065,-0.5238095238095237,0.9260780287474333,0.488721804511278,-0.4298244736842106,-0.9956989247311828,-1.0
51,0.596774193548387,-0.5555555555555556,0.9329226557152632,0.4285714285714284,-0.5701755263157895,-1.0,-1.0
52,0.7741935483870968,-0.4920634920634921,0.9247091033538672,0.3734335839598997,-0.4824560526315791,-1.0,-1.0
53,0.32258064516129026,-0.4179894179894179,0.8959616700889801,0.5238095238095237,-0.6754386842105263,-1.0,-1.0
54,0.8064516129032255,-0.4179894179894179,0.8767967145790554,0.4536340852130325,-0.5789473684210527,-0.9974193548387097,-1.0
55,0.7903225806451613,-0.5767195767195767,0.8973305954825461,0.4686716791979948,-0.5789473684210527,-0.9965591397849463,-1.0
56,0.5483870967741935,-0.5238095238095237,0.8726899383983571,0.488721804511278,-0.4824560526315791,-0.9913978494623656,-1.0
57,0.5483870967741935,-0.5449735449735449,0.9110198494182067,0.5739348370927317,-0.3596492105263158,-1.0,-1.0
58,-0.3548387096774194,-0.6402116402116402,0.8316221765913758,0.6491228070175437,-0.6578947368421053,-0.9974193548387097,-1.0
59,-0.9032258064516129,-0.8306878306878307,0.7563312799452429,0.7694235588972429,-0.6754386842105263,-0.6765591397849462,-1.0
60,-1.0,-0.873015873015873,0.7440109514031485,0.8496240601503757,-0.6403507894736842,-0.6688172043010753,-1.0
61,-0.6935483870967742,-0.8518518518518519,0.7357973990417521,0.6842105263157894,-0.7719297368421053,-0.8623655913978494,-1.0
62,0.14516129032258052,-0.8518518518518519,0.8302532511978096,0.6340852130325814,-0.5877192105263158,-0.9019354838709678,-1.0
63,-0.016129032258064613,-0.7671957671957672,0.8097193702943191,0.5689223057644108,-0.7105263157894737,-0.9449462365591398,-1.0
64,0.435483870967742,-0.7883597883597884,0.8521560574948663,0.4987468671679198,-0.6403507894736842,-0.9690322580645161,-1.0
65,0.20967741935483875,-0.4708994708994708,0.8891170431211499,0.5689223057644108,-0.631578947368421,-1.0,-1.0
66,-0.032258064516129004,-0.5978835978835979,0.8767967145790554,0.5438596491228069,-0.631578947368421,-1.0,-1.0
67,0.38709677419354827,-0.6613756613756614,0.7905544147843941,0.6691729323308269,-0.6754386842105263,-0.9561290322580646,-1.0
68,0.725806451612903,-0.6825396825396826,0.7919233401779602,0.5839598997493733,-0.6578947368421053,-0.9002150537634409,-1.0
69,0.016129032258064502,-0.7037037037037037,0.8015058179329226,0.588972431077694,-0.6578947368421053,-0.9156989247311828,-1.0
70,0.16129032258064524,-0.746031746031746,0.8357289527720739,0.5037593984962405,-0.6140350000000001,-0.933763440860215,-1.0
71,0.11290322580645173,-0.5343915343915343,-1.0,-1.0,-0.618421052631579,-0.9913978494623656,-1.0
72,0.338709677419355,-0.7671957671957672,0.8658453114305271,0.5739348370927317,-0.631578947368421,-1.0,-1.0
73,0.532258064516129,-0.8624338624338624,0.8124572210814509,0.6491228070175437,-0.6578947368421053,-0.9931182795698925,-1.0
74,-0.12903225806451613,-0.7354497354497354,0.8357289527720739,0.6541353383458646,-0.6929823684210527,-1.0,-1.0
75,-0.6451612903225806,-0.746031746031746,0.8097193702943191,0.7593984962406015,-0.5087718421052632,-1.0,-1.0
76,0.7580645161290323,-0.8306878306878307,0.7905544147843941,0.6090225563909772,-0.46491236842105255,-0.9647311827956989,-1.0
77,0.5806451612903227,-0.6825396825396826,0.7837097878165638,0.6340852130325814,-0.6754386842105263,-0.9380645161290323,-1.0
78,0.4677419354838708,-0.7883597883597884,0.8193018480492811,0.5739348370927317,-0.6929823684210527,-0.9458064516129032,-1.0
79,0.6935483870967742,-0.6825396825396826,0.8576317590691307,0.4335839598997493,-0.6929823684210527,-0.9913978494623656,-1.0
80,0.20967741935483875,-0.7883597883597884,0.8521560574948663,0.6190476190476191,-0.6754386842105263,-0.9810752688172043,-1.0
81,0.32258064516129026,-0.6507936507936508,0.8412046543463378,0.5989974937343359,-0.5,-0.9690322580645161,-1.0
82,0.40322580645161277,-0.6507936507936508,0.8288843258042435,0.593984962406015,-0.5,-0.9483870967741935,-1.0
83,0.338709677419355,-0.6402116402116402,0.815195071868583,0.6340852130325814,-0.6052631578947368,-0.9767741935483871,-1.0
84,0.6451612903225805,-0.7037037037037037,0.8357289527720739,0.518796992481203,-0.7192981578947368,-1.0,-1.0
85,0.7419354838709677,-0.6402116402116402,0.8672142368240932,0.5087719298245612,-0.7017544736842105,-1.0,-1.0
86,0.6451612903225805,-0.7142857142857142,0.8672142368240932,0.5739348370927317,-0.26315789473684215,-0.9724731182795698,-1.0
87,0.338709677419355,-0.8835978835978836,0.8234086242299794,0.7493734335839597,-0.7192981578947368,-1.0,-1.0
88,-1.0,-0.9470899470899471,0.6906228610540723,0.9498746867167918,-0.6228071052631579,-0.4838709677419355,-1.0
89,0.338709677419355,-0.9470899470899471,0.7563312799452429,0.7343358395989974,-0.6491228947368421,-0.7539784946236558,-1.0
90,0.6774193548387097,-0.9365079365079365,0.7987679671457906,0.6892230576441101,-0.6491228947368421,-1.0,-1.0
91,-0.6290322580645162,-0.8941798941798942,0.871321013004791,0.5438596491228069,-0.7017544736842105,-1.0,-1.0
92,0.17741935483870952,-0.7248677248677249,0.8206707734428473,0.6691729323308269,-0.7894736842105263,-0.9991397849462366,-1.0
93,-0.435483870967742,-0.746031746031746,0.7234770704996576,0.7192982456140351,-0.6754386842105263,-0.7367741935483871,-1.0
94,0.6774193548387097,-0.8412698412698413,0.8042436687200547,0.5839598997493733,-0.6578947368421053,-0.9458064516129032,-1.0
95,0.6935483870967742,-0.6719576719576719,0.838466803559206,0.5288220551378444,-0.4561402631578948,-1.0,-1.0
96,0.7096774193548385,-0.746031746031746,0.8439425051334701,0.518796992481203,-0.6491228947368421,-1.0,-1.0
97,0.6774193548387097,-0.7883597883597884,0.8343600273785079,0.5288220551378444,-0.7105263157894737,-0.9483870967741935,-1.0
98,0.6129032258064515,-0.7883597883597884,0.8494182067077343,0.488721804511278,-0.631578947368421,-1.0,-1.0
99,0.6935483870967742,-0.5873015873015872,0.8644763860369609,0.488721804511278,-0.736842105263158,-1.0,-1.0
100,0.6451612903225805,-0.7777777777777778,0.8507871321013003,0.4937343358395989,-0.5789473684210527,-1.0,-1.0
101,0.25806451612903225,-0.5978835978835979,0.8576317590691307,0.6340852130325814,-0.6491228947368421,-1.0,-1.0
102,0.6612903225806452,-0.8306878306878307,0.9028062970568103,0.5438596491228069,-0.5087718421052632,-1.0,-1.0
